SubjectId,WP_coif1_aah_mean,WP_coif1_aav_mean,WP_coif1_aad_mean,WP_coif1_aad_std,WP_coif1_aha_mean,WP_coif1_ahv_mean,WP_coif1_ahv_std,WP_coif1_ahd_std,WP_coif1_ava_mean,WP_coif1_ada_mean,WP_coif1_adv_std,WP_coif1_add_std,WP_coif1_haa_mean,WP_coif1_hav_mean,WP_coif1_had_std,WP_coif1_hhv_std,WP_coif1_hhd_std,WP_coif1_hva_mean,WP_coif1_hva_std,WP_coif1_hvh_std,WP_coif1_hvv_std,WP_coif1_hvd_std,WP_coif1_hdv_std,WP_coif1_hdd_std,WP_coif1_vaa_mean,WP_coif1_vha_mean,task_1_label,task_2_label
case_00070,0.41854161668154527,0.2168768961478042,0.10819906586985516,0.1746577807719335,0.11220147826877422,0.04412422293838821,0.06732894263343779,0.10374650565157137,0.07940296609917717,0.025347950229263953,0.05442760351367997,0.0773795974103558,0.04012093974828464,0.021028132309310197,0.0397139601213152,0.053675444822333655,0.046844591673037096,0.01463346444033702,0.02117554359737292,0.024724199088954353,0.026771924319435706,0.031120621346049208,0.03860890476529034,0.03574636442973044,0.05411404185275133,0.011624374003584381,1,4
case_00071,0.2579525261037586,0.1944508473208009,0.1012498448796488,0.20891808668804784,0.10266960160859377,0.046790956912091126,0.08445134384251943,0.10908506175138849,0.07671263112322432,0.028065860259391943,0.0627872586448563,0.09097516626477092,0.04634697292836556,0.019975057637839244,0.04740842042781866,0.059541004600714216,0.06109156355645324,0.01750097234080349,0.027508310592023934,0.035578370028473846,0.029039688664491102,0.04894699746760264,0.04877637788703987,0.042972336944692185,0.027868083945909315,0.01785602784196019,0,1
case_00072,0.20898670844825215,0.22305519375035557,0.10683081387832158,0.19169883983978261,0.06804098090153456,0.04558332747683576,0.07743918684631328,0.10869860120884937,0.10784104263550721,0.03365345836938579,0.059343339270421756,0.09922109777468799,0.02945819346890218,0.016764502830822595,0.03214663319345354,0.049630841736809726,0.04043361354369189,0.01599480559398987,0.02166440107289669,0.030655433170123137,0.025266960246231054,0.03165571185745085,0.043624273546722936,0.042573945709208874,0.04808208839220326,0.021265941540065572,0,1
case_00074,0.2577475145399931,0.2560417882786316,0.11225463921686983,0.18899110611447714,0.0864196819433491,0.0381544670187668,0.06107566308016802,0.1026419924057447,0.09252222925001931,0.026109815681166666,0.04662302653959807,0.08059847702378188,0.035764653178896634,0.016329684564601335,0.030656284752678554,0.04734719185551395,0.03732361697699955,0.012130637698483188,0.017307046290303198,0.02544044618110938,0.023214814896771633,0.02929048292849739,0.03316873288340405,0.038425492237767374,0.03894377519873332,0.01527034574576161,1,3
case_00076,0.303784212617293,0.17584458378469342,0.11365506779638675,0.2178078743700338,0.12107065722606088,0.0466480447118149,0.0770879421237347,0.11435224712275226,0.07191661208001143,0.027193681785035867,0.06792671943866137,0.08515548096119227,0.04376385625129381,0.020114499479130275,0.04304644383564188,0.053780601395027966,0.052362342939150396,0.014680806240970653,0.02764058334608786,0.03917302805238434,0.02404379103005855,0.03708047415023927,0.052242382916319954,0.0464902949127286,0.031697815038078815,0.013011796206929216,0,1
case_00077,0.3908002926131569,0.20465192700625337,0.09966374142296294,0.16374079121248078,0.10789860876253607,0.03851700641523817,0.05395442668235319,0.10729228198308452,0.11181054424995408,0.03076343902279608,0.05294741643768271,0.08107963183904883,0.047989366205393194,0.020248048539881238,0.03820599736768362,0.046003851321591245,0.04097867760216481,0.016801540269106574,0.021751900646891986,0.028095326296384376,0.024827409187236277,0.033790245151281,0.03632418773793514,0.03350711636167461,0.04108990410164503,0.017612000351116642,0,0
case_00078,0.2450992896597747,0.1966355770309736,0.10020767857519712,0.1776793237360534,0.08069809724271997,0.0461133020900286,0.07655729734281654,0.11838114181828165,0.0766796178927304,0.03045201378827834,0.056350558026895085,0.08802180112809461,0.03620058661275001,0.023249657215611355,0.048123660134093645,0.06761257725027636,0.04848010399227364,0.01762796699045754,0.025451281982196636,0.03234610413487852,0.027207546146639717,0.03790754649495619,0.05837864350129905,0.04378512660654996,0.029218461240947784,0.023310977562477218,1,3
case_00079,0.31534787561441147,0.22732282182512778,0.09272191362065618,0.1572439377054427,0.08989889397226049,0.03298117769487844,0.04765550742641454,0.09288677488108235,0.1319431681377574,0.028254448445303067,0.05019731701381866,0.07542562736406999,0.03508738039512335,0.01551722144943773,0.03181640484536898,0.03791429939522015,0.03575012078385957,0.012178415961855095,0.01688437001194588,0.022361134332209355,0.01596973086303192,0.02962600645532872,0.03790800750205387,0.0323651441548705,0.06128132346873759,0.01870798389849046,1,3
case_00080,0.19804646364187276,0.2528099236319546,0.10075534647005498,0.16808330732911816,0.06903176198893349,0.040192587934713475,0.0642366393484105,0.1014453033518904,0.11111308319702888,0.026164274278870494,0.04960788955936394,0.08109285591301703,0.026992411635354714,0.01539113494108021,0.03273176218358093,0.04285955241196523,0.034892905831548526,0.012978040242777935,0.017977080622355483,0.02468175228729525,0.020282203616658733,0.02900311330045087,0.036121715981791105,0.028429490279136025,0.04277417219004391,0.014678596181481617,1,3
case_00081,0.3020973364239249,0.24425455391348241,0.10082525734269907,0.1813547796567061,0.11347243215119503,0.04303466681173023,0.06799563146259384,0.10400483183246496,0.1001399105318403,0.031237136621399847,0.06609206912757033,0.09776168589817535,0.04787911721170339,0.021254932861316703,0.04277841089419189,0.050020934844535084,0.04517538314982859,0.014792333675639613,0.022493325983172763,0.03140637744925386,0.02356713530257808,0.03233167418586317,0.051120816676463905,0.04000337440121153,0.044850761587140194,0.021294265730774448,0,2
case_00082,0.24229305408460142,0.18081676729939378,0.09061477823475533,0.16132700927211624,0.08775965883289258,0.03999309991895153,0.07507539002737151,0.10351671922489065,0.09080887929720935,0.031321315236858265,0.05704578661026397,0.0933961108894862,0.028202922364970504,0.017840432569447975,0.03741814477494213,0.060139263755956636,0.04640622514616826,0.01593978994604303,0.024856745032409457,0.029131471762768864,0.02592191900590204,0.03452508192779098,0.05492558508801171,0.03903152021632227,0.033306892015131685,0.016557822250620236,0,0
case_00083,0.26500094899164767,0.17916192256214494,0.0940237976644629,0.16648376636925222,0.08712714002055887,0.04482717339064299,0.07142742378920926,0.09140186248233403,0.07755781080227733,0.03014469493179724,0.059263661877041955,0.08025339613684246,0.04206138691970561,0.022095611318291106,0.040521764076783415,0.057347302326474,0.04845902145472394,0.018669519685925066,0.02693694778606291,0.028439506512049663,0.029982507939395914,0.036601581684618266,0.051470242982157244,0.04845467176738579,0.025852977101879906,0.016200294172043862,0,2
case_00084,0.23342218476795668,0.2398727497475218,0.11388814957009893,0.19442974344033,0.08215688590593391,0.04197649331638738,0.06665672171910979,0.11431058574059286,0.10471849643115624,0.033428574411702,0.059887818532854124,0.09966739533107037,0.04071739329239454,0.019474736879345287,0.034160899126388124,0.04189302542020454,0.040899845388464036,0.01873537326925128,0.026075316983358042,0.03085733293597934,0.026410644155314446,0.035154520956597234,0.04777075920083087,0.042280851909699685,0.04545584193999435,0.021628747723051792,1,3
case_00086,0.29430034045544906,0.14870273968663947,0.08809625377436756,0.16841880097585982,0.09232104233773078,0.035043892058910266,0.05926887381839612,0.1037414601850025,0.08055994024528444,0.025576904282018323,0.05581972542827047,0.08022623940392261,0.03411230342913469,0.014685130316803392,0.03065541396149409,0.04397617989985833,0.04603158858196744,0.014174826406923653,0.022705397785267256,0.026356877068257113,0.022415183145826374,0.026608757686951843,0.041863653292065345,0.03531242015613183,0.03609128524476095,0.019316980677382634,0,1
case_00088,0.22493944927887222,0.28323968742489425,0.11907107308861163,0.22595675534872386,0.060879363696831626,0.040091302967922716,0.06790057436020579,0.10020735416279504,0.14303901137676728,0.02865728327697777,0.05390652889862263,0.07713777357612495,0.026980521493960755,0.013649163063810811,0.02810519739743393,0.035598688489445016,0.03381376291613829,0.0100355077057507,0.014033058187223097,0.021100045147961752,0.016861271635489946,0.02393901862994564,0.035717034987433616,0.028622321437779367,0.048714701113390185,0.014937129388710736,0,2
case_00089,0.27073929215399384,0.14015668401897383,0.09512152386135174,0.17449361102215383,0.09324865691558114,0.04804545540227582,0.08164788284710059,0.1307394273827425,0.045671345683815916,0.02506089434215891,0.059633176140157625,0.08995305376906766,0.03881213206084445,0.024800828713188477,0.04382639101037523,0.0642785867257138,0.05616628324535611,0.015046932315347693,0.021697900921993696,0.028569440081951343,0.028830884463630527,0.03577578137800415,0.050014647219953044,0.04547534510137614,0.017904751596740758,0.009375265505939565,0,1
case_00090,0.30042053408935765,0.18447376586180292,0.11586217342513315,0.2232883608957525,0.09226019793800744,0.0479120151904229,0.08399726892565608,0.13820469459577428,0.05933789682551878,0.029741465256080565,0.06472732591228011,0.10851991827266172,0.045070491229357024,0.023655172718187314,0.04603821342470424,0.06308439479363852,0.06286984721268621,0.016368654604398875,0.025548949323846014,0.029657258894824595,0.03189235149612511,0.03720336669044098,0.055600627536520786,0.05193010609924683,0.0215179800963771,0.012687481982305923,1,4
case_00091,0.33765054528260996,0.27093325662175227,0.1207933956054891,0.2176384627988103,0.10552755535039032,0.04815561902428086,0.08032617549809425,0.10799098092543861,0.10042681061562067,0.031225925184899694,0.06272613251857329,0.09397005618891101,0.051838433984159236,0.020307057448382376,0.04487742316428851,0.052068331394030144,0.05018055428351743,0.01602995098231051,0.02335082906491982,0.03422037331057119,0.0258033206614434,0.038452537987497065,0.04274886375409894,0.038917561822929964,0.04059084257550118,0.02197934362082624,0,1
case_00092,0.2986707218899898,0.3041562624194458,0.12105737339191332,0.17990620998415707,0.08970667108687101,0.0417931576233807,0.056595924786043174,0.11043983355389962,0.14310753069094992,0.035100303533902824,0.05374321286569046,0.08619758750546462,0.03784854185503929,0.022902079206892936,0.03387902743483972,0.04040397676332994,0.03950539709546404,0.01991201064864926,0.021590172527296225,0.02802785278533999,0.021273347533717873,0.027959329202573144,0.04080085691999314,0.03181733112814856,0.06128456332417395,0.023236151415083468,1,4
case_00093,0.3333820293423164,0.20126482248802183,0.09351260909049991,0.1592973828388025,0.1178451442327295,0.042421676772283735,0.06297372321010919,0.10243258420021449,0.09136611735792803,0.03384127180725778,0.058636632464037844,0.08358312234575163,0.05448735515583848,0.02029127862674795,0.0366607912165786,0.04893665041941059,0.04140160892843031,0.01786843234775477,0.021035288590784604,0.027964235940154306,0.023308510320787845,0.030866781447189365,0.041658458179177675,0.03678473382850274,0.032278035156332964,0.01900323546733175,0,1
case_00094,0.24732330741927067,0.1644579987360893,0.08494356282813034,0.14255170126302968,0.0920441051295611,0.03856232597408921,0.058863157692360994,0.08908128081021416,0.05346706961418896,0.01728440251806856,0.03885244457038474,0.05442691627161772,0.03249650983478393,0.01891689054537275,0.03137036980691724,0.04326629726680159,0.035933637891696374,0.009753756601707,0.012457425567672185,0.019042190567084477,0.020262973644668156,0.027037449467646073,0.029234756561274975,0.026030757232501294,0.01985775480869672,0.007034734605385072,1,4
case_00095,0.23417951698339903,0.17270348631324564,0.07204050346892472,0.12946758563480026,0.07747721139470219,0.031421434880152144,0.054315476342925606,0.08381897016204978,0.07334208017466637,0.024057582825730367,0.05432675821106571,0.076101566215269,0.03796778048713355,0.01517698967419226,0.0279833101088202,0.046268832225311286,0.0333115106232768,0.013244657081407072,0.018531070290469295,0.024744218749028875,0.02370864527293224,0.0273338492856473,0.038368762753249123,0.036677242340230475,0.04153753772489377,0.018030047349868242,0,1
case_00096,0.2887006750578155,0.2004530231377072,0.11735085925234756,0.1935064657440651,0.10378122631576035,0.04952362343792866,0.08237823761016107,0.13683157641820978,0.08732764395936936,0.03434736796022524,0.07939243977044713,0.11213612624409595,0.04220791461083113,0.02463426215335936,0.0550025263188952,0.07495375245093568,0.07201175882266847,0.020918171445056432,0.033462992006410106,0.042052115554741434,0.030025804189318314,0.03795511132911625,0.05830484821699869,0.055703752263117974,0.03196351306395082,0.02221014810484762,0,2
case_00097,0.4562959124652016,0.25991727005666015,0.1369251437846989,0.2510873791486968,0.1966136023593182,0.05481776918733736,0.08323506198701433,0.1536559365386508,0.106236755009969,0.04073822825205844,0.08193631108403802,0.12481722776011266,0.07434862941223916,0.02247396581936294,0.047324730565255484,0.0747891046197214,0.06409664685975283,0.0198887319245093,0.027902262499900098,0.04250522150298285,0.026194884296438625,0.04242564655562472,0.058345822357095824,0.04410769924880429,0.04103517658313421,0.021843438301576066,0,1
case_00098,0.24513277243453477,0.16845062753993567,0.10893701871285862,0.17975192627547176,0.09781897883581296,0.05342014079908033,0.08205326175498094,0.13364508682197893,0.06543475410940017,0.0350096580133244,0.07218035082571835,0.09071426185899781,0.04442284882306937,0.03122146024578711,0.04854193016637165,0.06590893405802283,0.053683196571309225,0.024754158147426233,0.036199745701655184,0.03950655388179245,0.04161020183437115,0.04120459669152622,0.05977354426422823,0.05359739802813262,0.025652374985631936,0.021052672400092416,0,2
case_00101,0.3672410541914185,0.13992065692213765,0.0915345044689345,0.18130326638212627,0.13432775296193644,0.045275485718785535,0.08501806669741413,0.10826509233084301,0.06662957779194262,0.028658542509327877,0.05401228307311017,0.08462843032820222,0.0551827886312508,0.021253891326762718,0.05251325019770373,0.08414111167729611,0.05915857787027968,0.017823921685616778,0.032280875899143115,0.03371928634120658,0.03296858110279317,0.045607487663620785,0.04937741589062096,0.049556833023297504,0.024989995292263808,0.01485667938158389,0,1
case_00102,0.24952374551943787,0.1604266794847129,0.09092040886617046,0.17345368145584267,0.08833928988652191,0.0467263604268229,0.08126892647565126,0.10953558520616613,0.08071009196442773,0.03152094625019217,0.054612949709862614,0.08373104586392287,0.041677363738766196,0.025721824851178365,0.051888252630796744,0.0626223717729247,0.06119833365398936,0.01976671230978418,0.02836086425034746,0.028743425441185477,0.030699476422287146,0.039646986034626616,0.0500002748968249,0.04539192842820414,0.028023494560833365,0.019296704902253856,1,3
case_00104,0.19759901356774623,0.2655285972264311,0.11854714705928353,0.2015093782161648,0.07329928334909976,0.047395239039692824,0.07105603561761323,0.12489226947101041,0.12629762399673755,0.035234501419457914,0.05887875083058112,0.09732780138475605,0.03690347730482547,0.02104937065018458,0.038264144022168774,0.046880750850114165,0.04248207297066211,0.018381157612043335,0.024048048942835583,0.03231687500431126,0.0303966331763792,0.039506827071183664,0.04959045666133743,0.04044939449961843,0.0521519273477401,0.022452524720737266,0,0
case_00105,0.2388032986526231,0.18550234099404195,0.10070376489812734,0.17481617939582392,0.088983239967444,0.04382359935628384,0.07017441503492348,0.137345104176335,0.07862984012205555,0.029648245779206817,0.06261949047856429,0.11028747924528971,0.04490137845903016,0.018028367661970725,0.040640755130991905,0.05539056196901798,0.046147425152424294,0.015234374386390994,0.024269661030701217,0.03149452798234538,0.027677011443971892,0.04002866576281954,0.04927969519166865,0.04008022599182602,0.034217319138549154,0.019287002410281674,1,4
case_00107,0.3667551868591532,0.20012965227020044,0.10226398365999613,0.1826959176011622,0.11809707607443508,0.03898225648563564,0.06542722859538923,0.10553973788980453,0.08103517880279802,0.02387658845117799,0.051903969557959756,0.08014905486373755,0.03847078618511298,0.014826224100194381,0.036739900888254816,0.04316796189171904,0.04358381163673433,0.012020102709649457,0.017431275964517323,0.02094983580293127,0.020490881894284302,0.029532900095937283,0.04161876888293608,0.03476807321981085,0.028466793436788766,0.013522651831321642,1,4
case_00108,0.28489789580652236,0.22294211041673198,0.09021206292343927,0.1589330847856252,0.10013628223523834,0.044485669577294724,0.07158680418747429,0.11309919568262412,0.07826334801658014,0.023967035482589393,0.056297380004462536,0.07566780975937683,0.045176783245458534,0.023044146227490105,0.042487391626622226,0.0579236380330719,0.04790635931630803,0.014819341008111178,0.021873659877978586,0.025211993687002936,0.027875906126524786,0.03229465062047797,0.0490456743294242,0.038498540519826124,0.05267325380926749,0.011180988688798132,1,3
case_00109,0.42342832606547115,0.13482004024489516,0.09547008791302906,0.17106047409150354,0.13038710697693603,0.05602927022849626,0.09436084507586709,0.13158703161764249,0.05759910184206824,0.0314857624446134,0.07149830363047528,0.0923424535562668,0.049774176526925513,0.025897963711160387,0.05239707214050786,0.07688586734592477,0.06233343984304722,0.01780198543121953,0.030463438653990402,0.029456808313317068,0.034779387102332714,0.044488922238483795,0.06136144052629387,0.04949569409126176,0.02202676972599854,0.014701825816902858,1,3
case_00110,0.26397466182056,0.09670283796652294,0.06746221637050544,0.13295577022777916,0.09161703327658505,0.0348927201481342,0.059975179377861704,0.08873364730990065,0.03366835999695939,0.014923378144589168,0.03358475550608095,0.06044782263615876,0.03958325180337438,0.020273365512994686,0.03989777389575652,0.05393442836519985,0.04229599684657484,0.010770800153628036,0.015629950490569595,0.017848900373429396,0.023222421513883096,0.02902572825974189,0.03662318072086074,0.028937118853844836,0.013167740394882962,0.0056622156303329394,0,2
case_00111,0.3953656629756731,0.21876069066922318,0.1173587902818611,0.1827393376400275,0.10814540122881953,0.049671175589271206,0.0727166898980095,0.12975251363266285,0.11414741483952479,0.03869384959161941,0.06829612698717108,0.08966836481192242,0.04083434823192167,0.022153935119022115,0.044828769841147864,0.04929237288685444,0.05107557395212914,0.018739172309222774,0.025220900088014787,0.03180718043483144,0.026528839118562603,0.03466126043643233,0.04697979907876438,0.045107956593210805,0.05006864907914343,0.028766187666632703,0,1
case_00112,0.3687799300320991,0.17983873220452842,0.10950862482812117,0.17389206505704843,0.143330282490807,0.047761982991638266,0.07547542466778634,0.10996561945660308,0.07753654471560541,0.03242082143337419,0.059376395186758066,0.08012583376548481,0.056600820852163766,0.02584012012615612,0.041866607152357786,0.052564268316512036,0.048324467142384996,0.019617845434496444,0.02564933788794686,0.026754781685137334,0.028247477847242988,0.03633397560159205,0.04627976833812815,0.04379305336747927,0.028838574318134635,0.01936819301677374,1,4
case_00114,0.2679026301103747,0.21136839063514962,0.10819192025984134,0.17853589199785247,0.10110893037679579,0.05792443625832432,0.08643428050144186,0.12341611620711772,0.09063898110738275,0.038765181902814645,0.06397364333636095,0.1043202716704582,0.043869337236390145,0.024987126803656105,0.04228620044574945,0.06372725211699581,0.05528590482067951,0.02358210949608372,0.030640160175720882,0.036624405804536936,0.030124485319724118,0.04416297741468174,0.05995927890157648,0.0510521863790911,0.03579586079825802,0.02277552208712322,1,4
case_00115,0.3807957214716685,0.12634497967026997,0.08541556579879178,0.1460363087824174,0.14863451063618502,0.052510633555566066,0.09296369476904466,0.112955728566397,0.06226820733872758,0.03577033893310117,0.06823048043018039,0.08845174146967834,0.07944378230165748,0.030221053500932276,0.04875486422248215,0.08898061051955362,0.07846104322696226,0.020107385883498228,0.030097292303838223,0.04071654384413124,0.045728715455969814,0.046536792600829234,0.05901203310481724,0.05629305592862979,0.02892691907180899,0.0197108749593716,0,1
case_00116,0.34933154312325265,0.1207785836181845,0.07430563623179764,0.13862409153429103,0.10080985629076966,0.042872938692134474,0.07465724805262065,0.0993478235035351,0.05830140346951892,0.026120113640639958,0.05665372141662084,0.08402417808069018,0.04373775812726486,0.02304953104650591,0.045737820346148705,0.06324803523897277,0.05389053451348417,0.016290074237168113,0.02771707424133426,0.02802309544820715,0.03641178335507579,0.039922821948063,0.049060046652552314,0.041357301024043606,0.02584203031760245,0.015564419185353309,0,0
case_00117,0.34213628093758874,0.15459987418262588,0.10634047306977522,0.22440107836048392,0.12205720387789609,0.04285048593904447,0.07105814429822664,0.10882476348457713,0.05533864317893555,0.02553540297176785,0.04778291612873968,0.09219091027866205,0.041063259598833675,0.021344978645809747,0.04170626205405502,0.045674538584825675,0.04385807671117127,0.014312590694609283,0.01948645414307761,0.026964177084914834,0.024870534693789182,0.030759763771767472,0.04251752356275572,0.039093559819632154,0.02005410114645975,0.009507503044183517,0,1
case_00118,0.22605780127479733,0.24428663659261254,0.1213728644529174,0.20078361644974405,0.10864035210834254,0.04963520849848486,0.07146237068836281,0.11469906105489214,0.09121261053157395,0.03740067772824171,0.05685628281303389,0.08268553298942886,0.04195532967573715,0.023220268013135207,0.03867288657442835,0.05941672477063531,0.04327644369153447,0.02059230132147854,0.027268153639937884,0.03942796924597746,0.027617972655381077,0.04052431669015754,0.04343281900649623,0.04192295673287889,0.030557245061196815,0.02358828186889135,0,1
case_00119,0.29919463084498094,0.19077272780358392,0.12120985575805036,0.21223218134147875,0.10662015070902549,0.03781814526668304,0.06612871919183473,0.10470379542704181,0.08817907284574628,0.027612244215334144,0.060073805016672394,0.09136406843749395,0.043615655275147124,0.016579991142858443,0.037314674293021696,0.04815476103884909,0.041958710394453355,0.012932108142088793,0.01904200061508591,0.026687028581825357,0.023158467450542643,0.03433065431864276,0.03984430560959583,0.03294911635866951,0.030356728316633604,0.015155864450800185,0,2
case_00121,0.20288609907882585,0.2302063187750024,0.11030739645934255,0.2233518091318608,0.0690516877401548,0.03665339376009475,0.06586604759218723,0.09444485935083234,0.09148744759629873,0.023513366081228632,0.06016396178435563,0.10540518357746562,0.019096416526947345,0.013900878274866349,0.036782330615576966,0.05413106496669102,0.03674088266262945,0.011209862459727606,0.019530298906074543,0.030394601330282073,0.021071996280936204,0.03099352638466553,0.04584971701335423,0.034351655753091945,0.03861534605890496,0.01473377723706765,1,3
case_00122,0.29385517834247393,0.18789723871773914,0.11491261832430133,0.19849290633011918,0.092572069239578,0.052754677053600485,0.08169997664913678,0.11541316104917566,0.06054670865860797,0.027224496694647403,0.07623448139126067,0.09102063522407026,0.04732261761605784,0.029584586248178765,0.04380409192631781,0.06530844243322415,0.0580874364160229,0.0160545593704405,0.023015011005776086,0.0267663452798371,0.032597538686520426,0.03481561030817332,0.04850912609650537,0.04100205663803436,0.05014594460251864,0.01140249939778811,1,3
case_00123,0.20010808738263186,0.15119706127439983,0.08359941980037094,0.1574377314298316,0.07050865798648354,0.0344639173842498,0.0589343832889503,0.09618361591702473,0.06995217546517492,0.027474844891600812,0.047132174730295476,0.06779674104862518,0.02866550883880369,0.015019255882296889,0.030022792703138675,0.03936892192021817,0.0405043311787569,0.012801822413987505,0.018106181818330826,0.024370297172687863,0.023524387565730217,0.029059398852208415,0.034585755584144805,0.03172889459991311,0.03170521676314691,0.016903157118321795,0,1
case_00124,0.3352394440131467,0.26530717722485614,0.10593556370616103,0.1608860474460309,0.09570408316376808,0.03930152524369006,0.053452466787511976,0.10783557031051456,0.17797783436896017,0.03686395021478491,0.055836428398392354,0.08871612050302088,0.02845324495041851,0.015297573977467449,0.0303038384236371,0.036474262622562134,0.035123656958266976,0.014728570631443784,0.021736023647820082,0.027257684937095045,0.020277640500108673,0.029267821014779736,0.03678178423679455,0.0346666665983693,0.0671994252504993,0.023896125761233695,0,1
case_00125,0.28428287818956294,0.21342224555259623,0.10580672075953206,0.1763160915995833,0.11222572382724405,0.04228634984619777,0.0682805808033776,0.10252073900189025,0.10931286755498296,0.032508867386151906,0.05271127408907216,0.08788219281201831,0.0549952825314439,0.016342941720097363,0.03442078547482056,0.05243408930301668,0.04189942402797677,0.01547642232129435,0.023408676918508328,0.028906203632503697,0.022535949931077714,0.028411440570687153,0.0477148663588232,0.03746109100095704,0.04521317292608444,0.021582905262631617,0,1
case_00126,0.2579764813985002,0.27378849554397366,0.0979975337144735,0.1661322911431248,0.08923375463918272,0.04244759561577468,0.06451133554985546,0.10511224771557323,0.125742076295377,0.031834875009365264,0.056994281872852603,0.08673350825650053,0.03565720651075882,0.020230295498036892,0.038349046162655456,0.049306625689623906,0.04526728149988078,0.019090666743979245,0.027005537531885466,0.027244862110045176,0.0261067828520658,0.030683272876521044,0.04656995950035571,0.04447610368001817,0.055112327111240034,0.02180944329670749,0,2
case_00129,0.41281703543478127,0.21913279169438685,0.09981249304647628,0.15013080308051088,0.14269991504492907,0.04248260227510759,0.05984107753545196,0.0925075197087364,0.06924243369539805,0.02208971640345893,0.041233896253733374,0.058580513387065575,0.0506387697270913,0.02001539362459282,0.03392353169410135,0.04220081595524392,0.0408808715315277,0.012927155517227059,0.017562299090545682,0.02017920267900443,0.020072229823717022,0.02476945675333393,0.03184278683024973,0.03146665199298147,0.05444980868888419,0.009865066338579868,0,1
case_00131,0.1660792070295455,0.2122419307878775,0.09809143403053314,0.16476234879223312,0.060154912385771815,0.037520287727164654,0.058179031696594226,0.09920551744222061,0.10601994507937074,0.030172617875587757,0.060828866345300305,0.08272490641043685,0.02160778684015285,0.01594846904494422,0.0372000500004883,0.046008798610722657,0.0402703615395233,0.013598429873000377,0.023233946691324732,0.028866917717472563,0.02228537336486758,0.02845627564522723,0.040564193804105586,0.03458531165138411,0.04588168444070992,0.023772242909488848,0,2
case_00133,0.2565291240038746,0.2037141361235805,0.10147610545574923,0.17894079282429817,0.11043352458639638,0.04192670881842378,0.06250987323534166,0.09946616573293945,0.10347379434179695,0.035094628451158884,0.05869886415363842,0.09282338640515338,0.05442276720773874,0.01891975049681198,0.03574632601247231,0.048034497946537795,0.046204871759094476,0.014358660457140088,0.02104147163505283,0.0272500804542757,0.02659995373196171,0.03510163746647709,0.0424541863098376,0.03982935275901136,0.044953075282732215,0.02360344174581132,0,0
case_00134,0.41269017311123857,0.10702539302221022,0.07902519639414589,0.14316298813736536,0.16076908823791955,0.04041932659224851,0.06410472728971467,0.10449446405602787,0.03564468675318983,0.020249267220681072,0.05360053116896305,0.06232488133165075,0.0857680313364623,0.02418647699537018,0.04129594866279598,0.04842767724066695,0.04507621966940396,0.013371091479379961,0.018508139455944674,0.021034697391867703,0.02768462659825184,0.030318193672428283,0.036971710623864146,0.030449467577780595,0.0213387934672494,0.008750924767432142,0,1
case_00135,0.39002634706786166,0.1786560099582997,0.10483550686227845,0.19372091941616423,0.13031598382636847,0.0536158681921289,0.0911388920817899,0.125011747143822,0.07204246701767404,0.03671769998163484,0.06934359914183015,0.10755890629173608,0.04330640915288272,0.023759891760997232,0.05399231463604649,0.07895015468324817,0.06705643194712253,0.019505645697810037,0.029157793987470294,0.03328551707956169,0.034411616555878106,0.038765207514320076,0.05708941580975689,0.05356820944911563,0.026839350876053488,0.019853018814485052,0,2
case_00136,0.2183897677733091,0.3191520037383236,0.11266914435785023,0.16866071018177545,0.0871296840967645,0.04297419377883555,0.06626357657365456,0.10894771578495815,0.1373445407232156,0.03705103372475225,0.06231385557856492,0.11249025652961916,0.033346404165127394,0.01810965004302391,0.031313868691655686,0.05150479717156095,0.042284740589940174,0.01609584298289485,0.019991135260370312,0.027296362578872326,0.02453577310924427,0.028718426477597748,0.05429069294284188,0.036594239719729534,0.05204794890429538,0.020480464414452334,0,1
case_00137,0.23567796079418069,0.1581040062063166,0.09244819492500166,0.17930314440306308,0.08085201385316082,0.04176097676681309,0.07553961563755197,0.10404033791615365,0.060819816946716516,0.024064160714040564,0.0528913144350474,0.07804367813454262,0.036304206495118736,0.019491023662504,0.040658883808249176,0.06604081196804475,0.05306668068128241,0.013806639673505872,0.021620492281136192,0.0281372309878453,0.02660676852669711,0.030417521493346072,0.049374786442730585,0.03817319329781732,0.019902139547599708,0.01264332347836751,0,0
case_00138,0.3380453039529071,0.20689762917367654,0.12559088304167976,0.1933613338799853,0.10494579000464217,0.05528120510943385,0.08064415941229311,0.12936745318575368,0.07855566066517382,0.034692512875928234,0.06641707913142436,0.0920314957317231,0.034417654468282245,0.02640934650570621,0.04131957527655131,0.06604172117648736,0.05288016062443446,0.02047001065165436,0.023816856017648557,0.02913570192974837,0.029602546316358638,0.03278741171628707,0.05166576121457817,0.04392186216543432,0.031563559526636545,0.017621009198150208,0,1
case_00139,0.3010192627888662,0.2741628162329409,0.12728453774681722,0.21684185960838165,0.08038840291911059,0.04615904423871917,0.07666293626552971,0.12000870176508349,0.1175160107765019,0.03495808924714945,0.06019799520648233,0.09836382092790551,0.038942490354877776,0.02035392223472746,0.036515108705132145,0.05394206059381675,0.0462242895487915,0.01653831588780027,0.023903164656641548,0.029252407157097603,0.028566917348666884,0.03439697958052723,0.04126572281780924,0.04179192400253599,0.044167284416177524,0.019979740274747925,1,4
